Review ID,Positive Restaurant Keywords,Negative Restaurant Keywords,Dish 1 Name,Dish 1 Keywords,Dish 2 Name,Dish 2 Keywords,Dish 3 Name,Dish 3 Keywords,Dish 4 Name,Dish 4 Keywords,Dish 5 Name,Dish 5 Keywords
871,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
872,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
873,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
874,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
875,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
876,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
877,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
878,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
879,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
880,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
881,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
882,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
883,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
884,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
885,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
886,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
887,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
888,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
889,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
890,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
891,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
892,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
893,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
894,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
895,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
896,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
897,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
898,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
899,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
900,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
901,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
902,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
903,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
904,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
905,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
906,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
907,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
908,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
909,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
910,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
911,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
912,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
913,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
914,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
915,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
916,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
917,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
918,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
919,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
920,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
921,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
922,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
923,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
924,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
925,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
926,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
927,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
928,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
929,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
930,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
931,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
932,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
933,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
934,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
935,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
936,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
937,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
938,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
939,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
940,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
941,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
942,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
943,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
944,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
945,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
946,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
947,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
948,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
949,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
950,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
951,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
952,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
953,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
954,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
955,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
956,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
957,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
958,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
959,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
960,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
961,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
962,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
963,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
964,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
965,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
966,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
967,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
968,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
969,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
970,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
971,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
972,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
973,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
974,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
975,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
976,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
977,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
978,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
979,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
980,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
981,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
982,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
983,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
984,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
985,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
986,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
987,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
988,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
989,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
990,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
991,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
992,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
993,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
